1.000000	0.000000
0.950000	0.014700
0.900000	0.027100
0.800000	0.048900
0.700000	0.066900
0.600000	0.081400
0.500000	0.091900
0.400000	0.098000
0.300000	0.097600
0.250000	0.094100
0.200000	0.088000
0.150000	0.078900
0.100000	0.065900
0.075000	0.057600
0.050000	0.047300
0.025000	0.033900
0.012500	0.024400
0.000000	0.000000
0.012500	-0.014300
0.025000	-0.019500
0.050000	-0.024900
0.075000	-0.027400
0.100000	-0.028600
0.150000	-0.028800
0.200000	-0.027400
0.250000	-0.025000
0.300000	-0.022600
0.400000	-0.018000
0.500000	-0.014000
0.600000	-0.010000
0.700000	-0.006500
0.800000	-0.003900
0.900000	-0.002200
0.950000	-0.001600
1.000000	0.000000
end
0.050000	0.030000
0.062856	0.025321
0.069696	0.013473
0.067321	-0.000000
0.056840	-0.008794
0.043160	-0.008794
0.032679	0.000000
0.030304	0.013473
0.037144	0.025321
0.050000	0.030000
end
0.200000	0.070000
0.212988	0.067833
0.224569	0.061566
0.233487	0.051878
0.238776	0.039819
0.239863	0.026697
0.236631	0.013932
0.229429	0.002909
0.219038	-0.005179
0.206584	-0.009454
0.193416	-0.009454
0.180962	-0.005179
0.170571	0.002909
0.163369	0.013932
0.160137	0.026697
0.161224	0.039819
0.166513	0.051878
0.175431	0.061566
0.187012	0.067833
0.200000	0.070000
end
0.350000	0.080000
0.362988	0.077833
0.374569	0.071566
0.383487	0.061878
0.388776	0.049819
0.389863	0.036697
0.386631	0.023932
0.379429	0.012909
0.369038	0.004821
0.356584	0.000546
0.343416	0.000546
0.330962	0.004821
0.320571	0.012909
0.313369	0.023932
0.310137	0.036697
0.311224	0.049819
0.316513	0.061878
0.325431	0.071566
0.337012	0.077833
0.350000	0.080000
end
0.500000	0.067500
0.509741	0.065875
0.518426	0.061174
0.525115	0.053908
0.529082	0.044865
0.529898	0.035023
0.527473	0.025449
0.522072	0.017182
0.514278	0.011116
0.504938	0.007909
0.495062	0.007909
0.485722	0.011116
0.477928	0.017182
0.472527	0.025449
0.470102	0.035023
0.470918	0.044865
0.474885	0.053908
0.481574	0.061174
0.490259	0.065875
0.500000	0.067500
end
0.650000	0.050000
0.658678	0.048019
0.665637	0.042470
0.669499	0.034450
0.669499	0.025550
0.665637	0.017530
0.658678	0.011981
0.650000	0.010000
0.641322	0.011981
0.634363	0.017530
0.630501	0.025550
0.630501	0.034450
0.634363	0.042470
0.641322	0.048019
0.650000	0.050000
end
0.800000	0.037500
0.806508	0.036015
0.811727	0.031852
0.814624	0.025838
0.814624	0.019162
0.811727	0.013148
0.806508	0.008985
0.800000	0.007500
0.793492	0.008985
0.788273	0.013148
0.785376	0.019162
0.785376	0.025838
0.788273	0.031852
0.793492	0.036015
0.800000	0.037500
end
