-3.000000	-1.500000
-2.793103	-1.500000
-2.586207	-1.500000
-2.379310	-1.500000
-2.172414	-1.500000
-1.965517	-1.500000
-1.758621	-1.500000
-1.551724	-1.500000
-1.344828	-1.500000
-1.137931	-1.500000
-0.931034	-1.500000
-0.724138	-1.500000
-0.517241	-1.500000
-0.310345	-1.500000
-0.103448	-1.500000
0.103448	-1.500000
0.310345	-1.500000
0.517241	-1.500000
0.724138	-1.500000
0.931034	-1.500000
1.137931	-1.500000
1.344828	-1.500000
1.551724	-1.500000
1.758621	-1.500000
1.965517	-1.500000
2.172414	-1.500000
2.379310	-1.500000
2.586207	-1.500000
2.793103	-1.500000
3.000000	-1.500000
3.000000	-1.285714
3.000000	-1.071429
3.000000	-0.857143
3.000000	-0.642857
3.000000	-0.428571
3.000000	-0.214286
3.000000	0.000000
3.000000	0.214286
3.000000	0.428571
3.000000	0.642857
3.000000	0.857143
3.000000	1.071429
3.000000	1.285714
3.000000	1.500000
2.793103	1.500000
2.586207	1.500000
2.379310	1.500000
2.172414	1.500000
1.965517	1.500000
1.758621	1.500000
1.551724	1.500000
1.344828	1.500000
1.137931	1.500000
0.931034	1.500000
0.724138	1.500000
0.517241	1.500000
0.310345	1.500000
0.103448	1.500000
-0.103448	1.500000
-0.310345	1.500000
-0.517241	1.500000
-0.724138	1.500000
-0.931034	1.500000
-1.137931	1.500000
-1.344828	1.500000
-1.551724	1.500000
-1.758621	1.500000
-1.965517	1.500000
-2.172414	1.500000
-2.379310	1.500000
-2.586207	1.500000
-2.793103	1.500000
-3.000000	1.500000
-3.000000	1.285714
-3.000000	1.071429
-3.000000	0.857143
-3.000000	0.642857
-3.000000	0.428571
-3.000000	0.214286
-3.000000	0.000000
-3.000000	-0.214286
-3.000000	-0.428571
-3.000000	-0.642857
-3.000000	-0.857143
-3.000000	-1.071429
-3.000000	-1.285714
-3.000000	-1.500000
end
0.000000	1.000000
0.214970	0.976621
0.419889	0.907575
0.605174	0.796093
0.762162	0.647386
0.883512	0.468408
0.963550	0.267528
0.998533	0.054139
0.986827	-0.161782
0.928977	-0.370138
0.827689	-0.561187
0.687699	-0.725995
0.515554	-0.856857
0.319302	-0.947653
0.108119	-0.994138
-0.108119	-0.994138
-0.319302	-0.947653
-0.515554	-0.856857
-0.687699	-0.725995
-0.827689	-0.561187
-0.928977	-0.370138
-0.986827	-0.161782
-0.998533	0.054139
-0.963550	0.267528
-0.883512	0.468408
-0.762162	0.647386
-0.605174	0.796093
-0.419889	0.907575
-0.214970	0.976621
0.000000	1.000000
end
-2.000000	0.500000
-1.783058	0.450484
-1.609084	0.311745
-1.512536	0.111260
-1.512536	-0.111260
-1.609084	-0.311745
-1.783058	-0.450484
-2.000000	-0.500000
-2.216942	-0.450484
-2.390916	-0.311745
-2.487464	-0.111260
-2.487464	0.111260
-2.390916	0.311745
-2.216942	0.450484
-2.000000	0.500000
end
2.000000	0.500000
2.216942	0.450484
2.390916	0.311745
2.487464	0.111260
2.487464	-0.111260
2.390916	-0.311745
2.216942	-0.450484
2.000000	-0.500000
1.783058	-0.450484
1.609084	-0.311745
1.512536	-0.111260
1.512536	0.111260
1.609084	0.311745
1.783058	0.450484
2.000000	0.500000
end
